,date,price_change,relative_volume,sequence
0,2016-08-24,0.0,-74.5533334048,0.0
1,2016-08-24,0.0325732899023,-72.1968050818,1.0
2,2016-08-24,0.0977198697068,-53.610257794,2.0
3,2016-08-24,0.00325732899023,-59.08726604,3.0
4,2016-08-24,-0.0358306188925,-51.3022531511,4.0
5,2016-08-24,-0.162866449511,-48.8812687334,5.0
6,2016-08-24,-0.162866449511,-55.101539004,6.0
7,2016-08-24,-0.218241042345,-57.7770624268,7.0
8,2016-08-24,-0.358306188925,-45.9001183137,8.0
9,2016-08-24,-0.42345276873,-30.7303536211,9.0
10,2016-08-24,-0.553745928339,45.0538519814,10.0
11,2016-08-24,-0.57003257329,12.9637946887,11.0
12,2016-08-24,-0.42345276873,-16.2461138586,12.0
13,2016-08-24,-0.485342019544,-39.0457581414,13.0
14,2016-08-24,-0.618892508143,-61.1767263426,14.0
15,2016-08-24,-0.456026058632,-61.4236532623,15.0
16,2016-08-24,-0.612377850163,-57.6389754289,16.0
17,2016-08-24,-0.651465798046,143.731520133,17.0
18,2016-08-24,-0.814332247557,36.2164647641,18.0
19,2016-08-24,-0.879478827362,32.5466884114,19.0
20,2016-08-24,-0.814332247557,24.3368277336,20.0
21,2016-08-24,-0.71009771987,-33.4572150297,21.0
22,2016-08-24,-0.732899022801,-76.4348979914,22.0
23,2016-08-24,-0.765472312704,-6.09362549543,23.0
24,2016-08-24,-0.814332247557,9.04092248035,24.0
25,2016-08-24,-0.817589576547,-46.9660576634,25.0
26,2016-08-24,-0.915309446254,13.5396081815,26.0
27,2016-08-24,-0.977198697068,229.700315815,27.0
28,2016-08-24,-1.00325732899,84.1911576252,28.0
29,2016-08-24,-0.941368078176,-19.4155032827,29.0
30,2016-08-24,-0.915309446254,-25.2457620357,30.0
31,2016-08-24,-0.814332247557,-25.9494938145,31.0
32,2016-08-24,-0.895765472313,-19.8887240062,32.0
33,2016-08-24,-0.700325732899,-53.3788383394,33.0
34,2016-08-24,-0.749185667752,-40.6645394477,34.0
35,2016-08-24,-0.697068403909,-37.9647459397,35.0
36,2016-08-24,-0.657980456026,-23.4028254089,36.0
37,2016-08-24,-0.628664495114,5.27542448493,37.0
38,2016-08-24,-0.651465798046,-70.6295025465,38.0
39,2016-08-24,-0.625407166124,-72.9535578979,39.0
40,2016-08-24,-0.726384364821,-47.4566590213,40.0
41,2016-08-24,-0.703583061889,-64.7930823032,41.0
42,2016-08-24,-0.586319218241,-53.026114988,42.0
43,2016-08-24,-0.488599348534,-48.3196644108,43.0
44,2016-08-24,-0.557003257329,-5.96901622636,44.0
45,2016-08-24,-0.618892508143,20.4345666213,45.0
46,2016-08-24,-0.618892508143,-50.1963185195,46.0
47,2016-08-24,-0.560260586319,-56.6042747646,47.0
48,2016-08-25,-0.681341719078,-26.4722657048,0.0
49,2016-08-25,-0.664963312369,20.238531427,1.0
50,2016-08-25,-0.615828092243,-43.7952398124,2.0
51,2016-08-25,-0.714098532495,-56.0089129985,3.0
52,2016-08-25,-0.583071278826,-60.7328290552,4.0
53,2016-08-25,-0.697720125786,-65.3357959651,5.0
54,2016-08-25,-0.759958071279,-51.9438956998,6.0
55,2016-08-25,-0.763233752621,-9.50770531005,7.0
56,2016-08-25,-0.615828092243,-5.89837474313,8.0
57,2016-08-25,-0.714098532495,-10.2518272115,9.0
58,2016-08-25,-0.746855345912,-28.1106607344,10.0
59,2016-08-25,-0.841850104822,-46.4650767683,11.0
60,2016-08-25,-0.910639412998,-18.1129358263,12.0
61,2016-08-25,-1.1464884696,117.755936906,13.0
62,2016-08-25,-1.24475890985,53.5803031446,14.0
63,2016-08-25,-1.19889937107,-38.4335345115,15.0
64,2016-08-25,-1.25458595388,-8.23433485895,16.0
65,2016-08-25,-1.30699685535,22.4002631343,17.0
66,2016-08-25,-1.59525681342,212.714084108,18.0
67,2016-08-25,-1.41509433962,86.328742111,19.0
68,2016-08-25,-1.66404612159,85.5480612034,20.0
69,2016-08-25,-1.66404612159,88.9796798515,21.0
70,2016-08-25,-1.5231918239,1.14833601589,22.0
71,2016-08-25,-1.41181865828,-0.565218870995,23.0
72,2016-08-25,-1.27096436059,-28.4272765984,24.0
73,2016-08-25,-1.32992662474,-55.9797316574,25.0
74,2016-08-25,-1.3659591195,-45.1734042209,26.0
75,2016-08-25,-1.35940775681,-7.13441104534,27.0
76,2016-08-25,-1.23493186583,-13.9218610517,28.0
77,2016-08-25,-1.23493186583,-37.7673429779,29.0
78,2016-08-25,-1.13338574423,-31.8525927768,30.0
79,2016-08-25,-1.11373165618,-51.5172356895,31.0
80,2016-08-25,-1.12355870021,-48.3774932767,32.0
81,2016-08-25,-1.04821802935,-22.709563906,33.0
82,2016-08-25,-0.81892033543,-40.4938505974,34.0
83,2016-08-25,-0.861504192872,-63.300069055,35.0
84,2016-08-25,-1.13338574423,-50.9509865227,36.0
85,2016-08-25,-0.979428721174,-61.3814159554,37.0
86,2016-08-25,-1.06459643606,-62.437837065,38.0
87,2016-08-25,-1.04494234801,-11.9857400868,39.0
88,2016-08-25,-0.976153039832,-40.7303020709,40.0
